VisitID,ProgramSiteID,SiteName,WatershedID,WatershedName,SampleDate,HitchName,CrewName,VisitYear,IterationID,CategoryName,PanelName,VisitDate,ProtocolID,ProgramID,AEM,Bug Validation,CHaMP 10% Revisit,CHaMP Core,CHaMP-PiBO Comparison,Effectiveness,Has Fish Data,IMW,Remove,Velocity Validation,Primary Visit,QC Visit,Error,No,Yes,Grad,Sin,Sin_CL,Area_Wet,Area_Bf,WetVol,BfVol,WetWdth_Int,DetrendElev_SD,DpthWet_SD,BfWdthInt,Lgth_Wet,Lgth_Bf,DpthBf_Avg,DpthBf_Max,Lgth_Thlwg,DpthThlwg_UF_Avg,DpthThlwg_UF_CV,BfWdth_Avg,BfWdth_CV,BfWMxDRat_Avg,BfWMxDRat_CV,BfWDRat_Avg,BfWDRat_CV,WetWdth_Avg,WetWdth_CV,WetWDRat_Avg,WetWDRat_CV,WetWMxDRat_Avg,WetWMxDRat_CV,SlowWater_Area,SlowWater_Ct,SlowWater_Freq,PoolResidDpth,SlowWater_Vol,SlowWater_Pct,FstTurb_Area,FstTurb_Ct,FstTurb_Freq,FstTurb_Vol,FstTurb_Pct,FstNT_Area,FstNT_Ct,FstNT_Freq,FstNT_Vol,FstNT_Pct,Q,SubEmbed_Avg,SubEmbed_SD,SubD16,SubD50,SubD84,SubLT2,SubLT6,Cond,Alk,RipCovBigTree,RipCovConif,RipCovGrnd,RipCovNonWood,RipCovUstory,RipCovWood,RipCovCanNone,SubEstBldr,SubEstCbl,SubEstGrvl,SubEstSandFines,FishCovLW,FishCovTVeg,FishCovArt,FishCovNone,FishCovAqVeg,FishCovTotal,SolarSummr_Avg,UcutLgth_Pct,UcutArea_Pct,Ucut_Area,LWFreq_Wet,LWFreq_Bf,LWVol_Wet,LWVol_Bf,LWVol_WetSlow,LWVol_BfSlow,LWVol_WetFstTurb,LWVol_BfFstTurb,LWVol_WetFstNT,LWVol_BfFstNT,DriftBioMass,BfBraid,BfChnl_Ct,Bf_Island_Ct,BfMChnl_Part_Ct,Bf_QIsland_Ct,Lgth_BfChnl,BfSCWdth,BfSCWdth_CV,BfSCWDRat_Avg,BfSCWDRat_CV,BfSCWMxDRat_Avg,BfSCWMxDRat_CV,Bf_QIsland_Area,WetBraid,WetChnl_Ct,Wet_Island_Ct,Lgth_WetMChnl,WetMChnl_Area,WetChnl_Sin,Lgth_WetChnl,WetSCL_Area,WetSCS_Area,WetSC_Pct,WetSCWdth,WetSCWdth_CV,WetSCWDRat_Avg,WetSCWDRat_CV,WetSCWMxDRat_Avg,WetSCWMxDRat_CV,WetMChnl_Part_Ct,Wet_QIsland_Ct,Wet_QIsland_Area,SiteGeoDatabase_FileName,OrthogonalGeoDatabase_FileName,RBTOutputs_FileName,ResultsXML_FileName,LogFile_FileName,HydraModelInputs_FileName,HydraModelResults_FileName,BathymetryImg_FileName,BndryCndtnsImg_FileName,WettedDepthImg_FileName,WettedElevImg_FileName,DepthImg_FileName,VelocityImg_FileName,GCDADCNtThckDffT0,GCDADCNtThckDffErrT0,GCDADCNtThckDffT1,GCDAOINtThckDffT0,GCDADCNtThckDffErrT1,GCDAOINtThckDffErrT0,GCDAOINtThckDffT1,GCDAOINtThckDffErrT1,GCDADCTtThckDffT0,GCDADCTtThckDffErrT0,GCDADCTtThckDffT1,GCDADCTtThckDffErrT1,GCDAOITtThckDffT0,GCDAOITtThckDffErrT0,GCDAOITtThckDffT1,GCDAOITtThckDffErrT1,GCDAOIAreaDtctChngT0,GCDAOIAreaDtctChngT1,GCDImbalPctT0,GCDImbalPctT1,GCDChnlVolDiffT0,GCDChnlVolDiffT1,BraidChannelRatio,PoolToTurbulentAreaRatio,ChannelPattern,BankErosion,ConstrainingFeatureHeightAverage,FloodProneWidthAverage,ValleyWidth,ConstrainingFeatureType,PercentConstrained,CountOfPoolFormingLWD,CountOfKeyLWD,CountOfJamLWD,CountOfRightBankLWDPieces,CountOfLeftBankLWDPieces,CountOfMidChannelLWDPieces,CountOfLWD,CountOfChinook,CountOfCoho,CountOfSockeye,CountOfChum,CountOfOmykiss,CountOfPink,CountOfCutthroat,CountOfBulltrout,CountOfBrooktrout,CountOfLamprey,CountOfOtherSpecies,DensityOfChinook,DensityOfCoho,DensityOfSockeye,DensityOfChum,DensityOfOmykiss,DensityOfPink,DensityOfCutthroat,DensityOfBulltrout,DensityOfBrooktrout,DensityOfLamprey,DensityOfOtherSpecies
1133,32808,CBW05583-263631,20,Lemhi,10/14/2012,Lemhi Hitch 9,Laurel Crew,2012,2,Hawley-Private,Rotating Panel 2,10/14/2012,806,1,,,,Yes,,,,,,,Yes,,,Yes,,0.234,1.46056,1.42707,339.38056,313.38043,117.7598,100.62738,2.98588,0.23951,0.13421,2.67158,113.66168,117.3015,0.31352,0.7179,114.43559,0.44258,0.16124,2.76946,0.20344,7.79911,0.23238,10.34955,0.24709,2.9733,0.20126,9.31017,0.24244,6.83285,0.2083,93.96,4,3.51922,0.165,36.38097,27.68573,0,0,0,0,0,240.52,4,3.51922,82.71781,70.87029,0.82076,10,0,0.02,0.92,11,89.50699,91.1715,373,176,0,0,81.5,74.5,36.5,49.5,94,0,1.6119,11.85242,86.53566,4.93213,7.94232,0,89.84289,1.6119,14.51083,72.4935,,2.44336,8.5,1.7596,1.7596,0.09756,0.09756,0,0,0,0,0.09756,0.09756,0.000795,,1,,1,,117.3015,,,,,,,,,1,,113.66168,334.48001,1.43,113.66168,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,33792,CBW05583-271823,20,Lemhi,7/30/2011,2011- Quantitative Consultants Inc - Local Crew,Local Crew,2011,1,Texas-Private,Rotating Panel 1,7/30/2011,416,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,0.571,1.01123,1.00413,1105.70049,395.84703,54.40179,63.54069,8.93582,0.31425,0.072,3.19661,123.73805,123.83331,0.1585,0.49731,123.83826,0.19455,0.33643,3.1215,0.31755,15.99336,0.58546,22.18023,0.61284,7.56687,0.377,19.09751,0.1393,13.80425,0.71755,51.68,1,0.80816,0.25,12.1507,4.67396,279.22,2,1.61632,34.00514,25.25277,51.33,1,0.80816,8.03789,4.64231,0.162,,,2,30,65,,,283,148,0,3,88.5,74.3,18.5,32.7,100,0,3.78947,94.70386,1.50665,0,0.50665,0,99.49334,,0.50665,97.80726,,,,0,0,0,0,0,0,0,0,0,0,0.005684,1,1,0,1,0,123.83331,,,,,,,0,1,1,0,123.73805,382.23001,1,123.73805,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3530,33869,CBW05583-272431,20,Lemhi,9/6/2015,Hitch 6 2015,Laurel Crew,2015,5,Lee Extended,Rotating Panel 2,9/6/2015,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,9.181,1.1579,1.50077,311.65249,432.16248,32.55242,97.36232,2.49859,0.46298,0.05835,3.41431,124.73154,126.574,0.20503,0.70825,126.13053,0.1429,0.34936,2.77619,0.45729,8.92865,0.54322,14.00486,0.84778,2.11306,0.37787,19.45009,1.01306,12.6898,0.73019,9.77,2,1.60344,0.15,1.91508,3.1349,275.54,6,4.81033,29.81514,88.41258,3.72,1,0.80172,0.65059,1.19364,0.0375,3.05681,5.39782,10,27,96,,,179.8,92,4,0.5,46.5,32,21.5,44,92,20.32487,10.76791,62.16603,6.74116,14.60419,10.55963,0,74.83617,0,25.20794,49.06155,17.38533,4.29906,14,12.02582,32.87059,2.19408,6.4937,0.06509,0.2669,2.10523,6.16232,0.02375,0.06447,0.000289,1.30752,3,3,1,2,165.49805,1.51699,0.35802,8.90109,0.50305,6.05305,0.49953,98.32056,1.32243,3,5,124.73154,253.63,1.13,164.94841,35.4,,12.24786,1.20165,0.38349,13.12435,0.67891,9.27977,0.7085,1,2,109.36471,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,34187,CBW05583-275935,20,Lemhi,8/18/2012,Lemhi Hitch 5,Laurel Crew,2012,2,Bohannon-Public,Rotating Panel 2,8/18/2012,806,1,,,,Yes,,,,,,,Yes,,,Yes,,13.83,1.10464,1.10887,596.28766,773.33225,100.03304,204.32738,4.73072,0.98042,0.14405,6.01283,126.0458,128.61369,0.32948,1.49084,123.12561,0.30521,0.46928,6.1009,0.27678,9.51726,0.48502,15.45912,0.55657,4.75509,0.2851,15.6068,0.45123,10.0313,0.46242,26.36,2,1.58672,0.31,6.15714,4.42069,459.92999,6,4.76017,93.77166,77.13223,0,0,0,0,0,0.16612,0.13953,0.95993,31,81,293,0,2.66666,46,35,3.1,6.9,32,15.9,18.8,40.1,94.8,44.26463,30.75611,22.80532,2.17392,1.77797,1,0,97.22202,0,2.77838,57.26557,,0.03352,0.2,14.28052,16.66061,1.93326,2.02274,0,0,1.93326,2.02274,0,0,0.000562,,1,,1,,128.61369,,,,,,,,,1,,126.0458,486.28998,1.11,126.0458,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,35875,CBW05583-289199,20,Lemhi,8/4/2013,Hitch 4 Hannah,Hannah Crew,2013,3,Lemhi Mainstem-Private,Rotating Panel 3,8/4/2013,1966,1,,Yes,,Yes,,,Yes,,,Yes,Yes,,,Yes,,0.594,1.3115,1.28951,1951.82447,2493.95232,315.42338,797.50063,6.93662,0.57785,0.11383,8.9768,281.37962,277.822,0.31021,0.9519,283.75376,0.28835,0.38241,8.96827,0.22058,21.73159,0.36996,35.36793,0.35926,7.00955,0.28372,46.6646,0.58253,27.93948,0.53695,433.07001,4,1.42157,0.275,101.48021,22.18796,818.31,5,1.77696,97.79563,41.92539,626.42999,2,0.71078,116.10357,32.09459,0.20322,15.625,19.63802,0.14,55,108,65,68,,,0,1,27.5,20.9,27.7,37.1,97.2,5.33501,44.6408,6.93941,43.08476,6.74027,6.73161,0,89.14581,0.62343,14.09532,88.25441,0,0,0,2.48774,6.75244,0.18191,0.66412,0.05981,0.33168,0.02035,0.0814,0.10175,0.25104,0.000506,1,1,0,1,0,277.822,,,,,,,0,1,1,1,281.37962,1877.81006,1.29,281.37962,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,37391,CBW05583-301519,20,Lemhi,10/12/2013,Hitch 9 Richie,Richie Crew,2013,3,Big Timber-Public,Rotating Panel 3,10/12/2013,1966,1,,,,Yes,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42348,3.07843,10.25335,0.45,69,188,5.88888,9.44444,104.3,44,0,9,49,30.5,28,48,98.5,,,,,,,,,,,71.54817,,,11.3,,,0.16156,0.26207,0,0,0.16156,0.26207,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,41155,CBW05583-315823,20,Lemhi,8/3/2013,Hitch 4 Richie,Richie Crew,2013,3,Hayden-Private,Rotating Panel 3,8/3/2013,1966,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,1.943,1.10763,1.08955,2729.54365,3411.54034,577.26188,1287.38964,11.23865,1.20498,0.1101,14.10336,242.87103,241.89561,0.40585,1.08423,247.77321,0.34306,0.21856,14.13786,0.21072,21.05555,0.2736,31.08033,0.3237,11.09301,0.14183,45.14668,0.25077,29.54647,0.25034,104.4,1,0.41174,0.41,33.8189,3.82482,2233.60999,3,1.23522,475.2912,81.83089,291.39001,1,0.41174,68.1034,10.67541,0.75718,1.12272,1.48594,49,113,283,0.66666,1.66666,71.5,40,14.5,0,52.5,32.5,44,86.5,77.5,17.39132,36.85605,38.65102,7.1016,4.64442,6.34897,0,84.20512,4.80147,15.79641,75.88811,2.26457,0.14998,4.1,6.58785,17.70486,9.39241,13.15465,0.53854,0.87729,8.85387,12.27736,0,0,,1,1,0,1,0,241.89561,,,,,,,0,1,1,1,242.87103,2629.3999,1.09,242.87103,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,41834,CBW05583-324447,20,Lemhi,10/10/2013,Hitch 9 Richie,Richie Crew,2013,3,Pattee-Public,Rotating Panel 3,10/10/2013,1966,1,,,,Yes,,,,,,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06313,0.71212,1.36947,21,51,107,2,6.66666,80,40,7,11,44,20.5,29,70.5,82,,,,,,,,,,,52.22225,,,0,,,0.35031,13.05795,0.12894,0.22945,0.22137,12.8285,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,42961,CBW05583-345551,20,Lemhi,8/30/2013,Hitch 6,Hannah Crew,2013,3,Hawley-Private,Rotating Panel 3,8/30/2013,1966,1,,,,Yes,,,,,,,Yes,,,Yes,,1.232,1.15031,1.14984,353.19425,528.10273,31.35129,125.20807,2.91355,0.33182,0.05831,4.43536,121.22482,119.06661,0.15526,0.70752,120.37921,0.13099,0.45596,3.91008,0.35209,16.46225,0.44555,25.29946,0.49809,2.99383,0.29435,34.72236,0.53181,22.09805,0.50261,85.88,7,5.77439,0.235,11.83788,24.31523,256.2,5,4.12457,19.47171,72.53799,0,0,0,0,0,0.06176,10,0,9,22,39,19.9956,26.38044,367,116,0,0,31.1,24.8,9.3,15.6,100,0,5.96936,79.46883,14.56179,0.84512,4.56267,0,92.66765,2.73269,8.14049,90.57438,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,1,,119.06661,,,,,,,,,1,,121.22482,342.08002,1.15,121.22482,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2271,45285,CBW05583-353711,20,Lemhi,6/29/2014,Hitch 1 - Lemhi,Laurel Crew,2014,4,Lee Extended,Rotating Panel 1,6/29/2014,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,7.661,1.18751,1.65948,413.55513,702.15379,37.06115,116.62715,3.28022,0.61442,0.07509,5.69844,126.07535,123.21869,0.1698,0.62183,126.2731,0.17564,0.38942,3.92889,0.64935,15.36577,0.98726,24.8396,1.0849,2.51367,0.48216,19.17037,0.78017,12.55023,0.73709,30.27,8,6.34541,0.12429,4.81256,7.31946,283.49,21,16.65671,29.89384,68.54951,2.65,2,1.58635,0.22388,0.64079,0.09541,4.82407,6.32524,12,30,103,8.11886,18.7083,136,62,20.5,45,51,32.5,31,76.5,73,7.88707,20.80006,61.52966,9.78319,9.66119,8.8676,0,81.47119,0,18.59507,46.40221,33.35307,7.74112,34.7,0,0.79317,0,0.12354,0,0.12354,0,0,0,0,0.000463,1.39562,3,16,1,4,171.96594,2.70372,0.56714,18.12386,0.51098,10.92065,0.44798,63.23365,1.40751,3,11,126.07535,281.72998,1.18,177.45262,34.68,26.54,17.851,1.81315,0.61248,16.85067,0.48801,10.78442,0.46392,1,3,98.26122,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3914,44119,CBW05583-355167,20,Lemhi,9/14/2016,Lemhi 2016,Laurel Crew,2016,6,Pratt,Rotating Panel 3,9/14/2016,2020,1,,,,Yes,,,Yes,,,,,,,,,4.693,1.07345,1.42606,331.43005,631.51035,27.43015,145.89866,2.82013,0.427,0.05147,5.25257,117.52297,120.22874,0.22724,0.59863,115.72501,0.13422,0.32169,4.46568,0.33204,11.51557,0.37916,17.48141,0.45902,2.41019,0.43227,26.45029,0.54418,16.44083,0.50897,9.43,2,1.70179,0.125,1.03276,2.84525,244.49,4,3.40359,21.94231,73.76821,18.82,1,0.8509,2.23096,5.67842,0.01364,14.32291,22.15612,10,37,83,6.66666,22,105.9,48,4.5,0,48.5,27.5,61.5,96.5,86,3.441,22.55518,56.3709,17.63291,14.00656,9.65498,0.45207,68.84303,7.04333,31.16341,63.98924,2.12724,0.59982,2,19.57064,38.29038,2.6674,4.13708,0.05301,0.1237,2.37288,3.4528,0,0,,1.20669,3,3,1,2,145.07905,,,,,,,19.82515,1.31753,3,8,117.52297,272.73999,1.08,154.83975,,37.06,11.96256,1.32596,0.34812,25.64234,0.51267,17.34436,0.62559,1,2,64.63988,,,artifacts.zip,results.xml,log.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,47380,CBW05583-358863,20,Lemhi,6/20/2013,Hitch 1,Laurel Crew,2013,3,Canyon-Public,Rotating Panel 3,6/20/2013,1966,1,,,,Yes,,,,,,,Yes,,,,,1.307,1.21849,1.20449,479.72208,678.92764,69.73321,154.12688,4.05775,0.30762,0.07799,5.80492,118.22354,116.95728,0.26717,0.63293,117.62832,0.20084,0.3972,3.91902,0.47243,10.59167,0.48652,16.38091,0.51948,2.7466,0.3043,20.6496,0.34406,14.24532,0.36327,75.07,3,2.53757,0.14,13.65214,15.64864,258.69001,4,3.38342,31.173,53.92497,136.34,3,2.53757,24.76498,28.42062,0.15503,5.58928,6.1641,0.07,19,62,48.32742,54.77659,25.1,140,0,0,36,28.4,22.6,32.8,97.4,2.82439,10.08125,27.55732,59.53701,24.01031,9.57413,6.57306,59.84247,0,40.15752,51.32604,0,0,0,5.07513,7.61269,0.16156,4.21627,0,0,0,0,0.16156,4.21627,,1,1,1,1,0,116.95728,,,,,,,0,1,1,1,118.22354,299.42001,1.2,118.22354,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,45367,CBW05583-362335,20,Lemhi,8/16/2012,Lemhi Hitch 5,Laurel Crew,2012,2,Kenney-Public,Rotating Panel 2,8/16/2012,806,1,,,,Yes,,,,,,,Yes,,,Yes,,2.976,1.44253,1.39945,548.13837,664.7699,81.95315,174.86869,3.58966,2.44157,0.10876,4.35899,152.69933,152.50554,0.26339,1.10913,152.90183,0.25503,0.45051,4.17726,0.29444,10.5212,0.44229,16.61777,0.43941,3.57382,0.35778,22.31483,0.60395,13.69567,0.56696,218.89,10,6.54882,0.305,46.18795,39.93335,262.61,6,3.92929,30.3784,47.90944,28.73,1,0.65488,5.38491,5.24138,0.1265,1.13114,2.51975,14,43,98,2.28659,7.08704,55.5,34,1.5,2.5,48.8,11.5,51.1,96.9,91.5,7.98763,29.55235,47.12423,10.58991,9.98334,34.88074,0,57.5951,0,44.88544,53.27923,,2.49049,14,26.85015,37.32825,4.45758,5.82051,3.33494,3.88904,0.91077,1.7196,0.21187,0.21187,0.001232,,1,,1,,152.50554,,,,,,,,,1,,152.69933,510.22998,1.4,152.69933,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535,45367,CBW05583-362335,20,Lemhi,9/20/2015,Hitch 7 2015,Laurel Crew,2015,5,Kenney,Rotating Panel 2,9/20/2015,2020,1,,,,Yes,,,Yes,,,,Yes,,,,,3.038,1.43876,1.38742,568.03195,751.76097,79.69728,321.16928,3.75672,1.88675,0.09259,5.00505,151.20423,150.2006,0.35205,1.06079,154.17362,0.2252,0.45409,4.58844,0.29964,10.91412,0.42725,16.82038,0.48684,3.51992,0.264,23.92911,0.46073,15.29364,0.46682,183.57,10,6.61357,0.34889,37.25085,32.31684,342.61,9,5.95221,41.71437,60.31527,0,0,0,0,0,0.10778,1.95555,6.37094,23,55,95,1.05749,1.63289,4.5,36,2,1.5,32,14.5,22,43.5,96,5.78167,21.75738,62.54247,9.91846,6.80375,10.26055,0,82.93568,0,17.0896,,14.31838,2.50587,14.6,33.72921,56.21535,5.30745,8.54085,2.76874,4.20634,2.21776,3.70601,0,0,0.000174,1.10586,2,1,1,1,166.10142,1.55779,0.12542,10.36572,0.18161,5.61704,0.22585,7.34923,1,1,1,151.20423,526.17999,1.39,151.20423,,10.63,1.98022,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,,,,,,,,-0.04445,0.05469,,-0.00692,,0.00852,,,0.15143,0.07505,,,0.02358,0.01169,,,15.57398,,-14.6757,,-29.35141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,49221,CBW05583-394703,20,Lemhi,7/5/2011,2011- Quantitative Consultants Inc - Local Crew,Local Crew,2011,1,Texas-Private,Annual,7/5/2011,416,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,0.203,1.58948,1.58162,521.25248,608.08717,155.51195,185.29301,4.07362,0.27968,0.13912,4.72655,127.95801,128.65353,0.31027,0.90637,128.35076,0.42142,0.3133,,,,,,,4.02966,0.2606,21.36107,0.40563,13.90595,0.45762,316.1,6,4.68904,0.295,103.20738,60.6424,0,0,0,0,0,174.45,3,2.34452,50.63069,33.46747,0.313,,,1,12,25,23.56726,29.61016,335,160,0,,59.3,58,4.6,5.9,100,0,0.07169,76.78988,23.13841,0,14.49913,0,73.94312,,28.6244,87.16245,,,,0,0,0,0,0,0,0,0,0,0,0.000097,1,1,0,1,0,128.65353,,,,,,,0,1,1,0,127.95801,490.54999,1.58,127.95801,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,49221,CBW05583-394703,20,Lemhi,8/9/2012,RemoteHitch_3_Lemhi_SD_Aug8-15,Surya Crew,2012,2,Texas-Private,Annual,8/9/2012,806,1,,,,Yes,,,Yes,,,,Yes,,,Yes,,0.201,1.61383,1.58968,583.88251,693.54113,114.46999,188.6784,4.61837,0.30877,0.1277,5.50252,126.42617,126.04067,0.30841,0.92566,128.86022,0.32353,0.39235,5.41979,0.31887,9.44728,0.40164,14.46496,0.44383,4.47745,0.22199,15.78708,0.33462,10.48316,0.31589,407.73999,10,7.90976,0.35111,89.93043,69.83254,0,0,0,0,0,94.82,1,0.79098,24.44799,16.23957,0.10689,,,0.02,4,20,19.21282,24.62358,445,228,0,0,83.6,78.9,6.7,11.4,100,0,0,47.94223,52.05776,0,6.57386,0,89.30854,4.89382,11.47946,97.34613,,1.01715,6,0,0,0,0,0,0,0,0,0,0,0.000611,,1,,1,,126.04067,,,,,,,,,1,,126.42617,502.56,1.59,126.42617,,,,,,,,,,1,,,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,-0.14576,0.07587,,-0.0456,,0.02374,,,0.15751,0.07905,,,0.04927,0.02473,,,31.28279,,-46.26943,,-92.53886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,49221,CBW05583-394703,20,Lemhi,8/15/2013,Hitch 5,Hannah Crew,2013,3,Texas-Private,Annual,8/15/2013,1966,1,,,,Yes,,,,,,,Yes,,,Yes,,0.149,1.59782,1.60331,466.78791,589.42146,88.31143,212.26734,3.63837,0.31527,0.11201,4.65724,128.29596,126.56026,0.35843,1.026,128.36796,0.28306,0.37217,4.63152,0.24574,8.92187,0.33756,13.51327,0.41374,3.59782,0.21663,21.86602,0.63381,13.78129,0.55751,300.05,10,7.79448,0.261,61.21471,64.27973,27.71,1,0.77945,2.12462,5.93631,126.27,2,1.5589,24.88997,27.05083,0.03772,,,0.06,4,13,60.31979,63.78535,495,192,0,0,83.5,83.5,10,10,100,0,0,36.33074,63.66925,0,4.44992,0,87.26251,11.0834,15.54608,96.15265,6.6253,1.26906,6,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,126.56026,,,,,,,0,1,1,0,128.29596,454.03,1.6,128.29596,,,,,,,,,,1,0,0,,,artifacts.zip,results.xml,log.xml,hydromodelinputs.zip,results.zip,bathymetry.jpg,boundary_conditions.jpg,w_depth.jpg,ws_elevation.jpg,depth.png,velocity.png,-0.12541,0.07149,0.07229,-0.03589,0.06046,0.02046,0.01118,0.00935,0.14931,0.07751,0.17949,0.08155,0.04273,0.02218,0.02776,0.01261,28.61598,15.46747,-41.99884,20.13777,-83.99767,40.27554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
